Date,Price,Open,High,Low,Change %
"Jun 17, 2016",1298.6,1279.35,1299.88,1277.19,1.52%
"Jun 16, 2016",1279.14,1293.51,1316.11,1278.77,-0.96%
"Jun 15, 2016",1291.49,1285.14,1297.09,1278.43,0.44%
"Jun 14, 2016",1285.85,1283.39,1290.18,1276.38,0.14%
"Jun 13, 2016",1284.05,1274.05,1287.4,1272.7,0.77%
"Jun 10, 2016",1274.2,1269.41,1278.1,1264.47,0.40%
"Jun 09, 2016",1269.15,1262.55,1272.06,1257.56,0.56%
"Jun 08, 2016",1262.14,1244.64,1264.19,1243.09,1.47%
"Jun 07, 2016",1243.85,1245.56,1246.66,1234.9,-0.11%
"Jun 06, 2016",1245.24,1242.79,1248.79,1239.93,0.06%
"Jun 03, 2016",1244.49,1211.16,1244.91,1207.01,2.77%
"Jun 02, 2016",1210.95,1213.62,1218.05,1209.99,-0.20%
"Jun 01, 2016",1213.35,1216.4,1221.25,1206.5,-0.16%
"May 31, 2016",1215.24,1206.45,1218.86,1206.2,0.80%
"May 30, 2016",1205.58,1213.38,1213.83,1199.97,-0.56%
"May 27, 2016",1212.4,1219.86,1223.7,1206.7,-0.64%
"May 26, 2016",1220.15,1223.4,1234.01,1218.55,-0.33%
"May 25, 2016",1224.18,1227,1230.21,1217.65,-0.23%
"May 24, 2016",1227,1249.21,1251.26,1226.53,-1.78%
"May 23, 2016",1249.24,1251.41,1256.36,1243.39,-0.24%
"May 20, 2016",1252.3,1255.24,1259.98,1248.7,-0.22%
"May 19, 2016",1255.1,1258.6,1261.92,1245,-0.25%
"May 18, 2016",1258.3,1279.71,1281.51,1255.05,-1.70%
"May 17, 2016",1280,1274.06,1282.5,1269.5,0.48%
"May 16, 2016",1273.86,1272.51,1288.6,1271.33,0.02%
"May 13, 2016",1273.6,1263.61,1276.6,1263.51,0.80%
"May 12, 2016",1263.49,1277.8,1280.99,1263.49,-1.11%
"May 11, 2016",1277.69,1265.73,1279.18,1264.79,0.89%
"May 10, 2016",1266.4,1264.11,1269.5,1257.65,0.20%
"May 09, 2016",1263.85,1284.93,1287.98,1261.09,-1.93%
"May 06, 2016",1288.7,1278.5,1296.1,1274.4,0.83%
"May 05, 2016",1278.05,1279.85,1286.38,1269.24,-0.11%
"May 04, 2016",1279.49,1285.99,1289.68,1271.64,-0.51%
"May 03, 2016",1286,1291.76,1302.4,1282.46,-0.43%
"May 02, 2016",1291.6,1293.69,1303.98,1287.48,-0.17%
"Apr 29, 2016",1293.74,1266.27,1296.49,1265.14,2.15%
"Apr 28, 2016",1266.48,1245.66,1270.1,1238.05,1.64%
"Apr 27, 2016",1246.1,1242.6,1251.3,1240.66,0.21%
"Apr 26, 2016",1243.44,1238.57,1245.15,1231.95,0.45%
"Apr 25, 2016",1237.9,1232.1,1242.3,1230.1,0.45%
"Apr 22, 2016",1232.3,1247.44,1252.98,1227.35,-1.33%
"Apr 21, 2016",1248.85,1243.49,1270.48,1242.88,0.39%
"Apr 20, 2016",1244.05,1251,1258.75,1242.6,-0.52%
"Apr 19, 2016",1250.5,1232.46,1257.2,1227.7,1.54%
"Apr 18, 2016",1231.55,1234.1,1242,1230.16,-0.20%
"Apr 15, 2016",1234.05,1227.55,1236.29,1225.29,0.54%
"Apr 14, 2016",1227.39,1242.05,1244.38,1223.79,-1.27%
"Apr 13, 2016",1243.14,1255.88,1257.18,1240.24,-1.02%
"Apr 12, 2016",1255.94,1259.05,1262.98,1251.29,-0.16%
"Apr 11, 2016",1257.95,1239.79,1259.1,1239.79,1.42%
"Apr 08, 2016",1240.39,1240.18,1243.18,1229.62,-0.02%
"Apr 07, 2016",1240.69,1223.16,1243.9,1222.7,1.50%
"Apr 06, 2016",1222.35,1231.86,1232.41,1217.2,-0.71%
"Apr 05, 2016",1231.14,1215.31,1237.05,1214.9,1.30%
"Apr 04, 2016",1215.4,1220.35,1223.35,1214.7,-0.58%
"Apr 01, 2016",1222.49,1232.68,1235.36,1208.84,-0.83%
"Mar 31, 2016",1232.7,1226.06,1240.05,1224.81,0.64%
"Mar 30, 2016",1224.85,1241.3,1243.3,1223.33,-1.42%
"Mar 29, 2016",1242.55,1221.4,1243.65,1215.65,1.76%
"Mar 28, 2016",1221.05,1214.51,1222.96,1208.55,0.38%
"Mar 25, 2016",1216.47,1216.47,1216.47,1216.47,-0.04%
"Mar 24, 2016",1216.99,1221.2,1224.4,1213.01,-0.26%
"Mar 23, 2016",1220.17,1248.18,1249.47,1215.47,-2.26%
"Mar 22, 2016",1248.38,1244.22,1259.97,1242.47,0.37%
"Mar 21, 2016",1243.74,1254.7,1256.12,1240.76,-0.92%
"Mar 18, 2016",1255.3,1258.16,1267.22,1248.3,-0.21%
"Mar 17, 2016",1257.9,1261.7,1271.65,1254.65,-0.41%
"Mar 16, 2016",1263.08,1232.84,1264.38,1227.24,2.49%
"Mar 15, 2016",1232.38,1234.68,1237.58,1226.08,-0.23%
"Mar 14, 2016",1235.28,1250.98,1261.09,1229.28,-1.05%
"Mar 11, 2016",1248.44,1271.44,1282.89,1248.44,-1.81%
"Mar 10, 2016",1271.44,1252.89,1273.79,1237.44,1.48%
"Mar 09, 2016",1252.94,1261.3,1264.99,1243.87,-0.65%
"Mar 08, 2016",1261.1,1267.49,1278.19,1260.04,-0.50%
"Mar 07, 2016",1267.39,1259.48,1273.29,1256.68,0.63%
"Mar 04, 2016",1259.44,1263.89,1279.98,1250.29,-0.34%
"Mar 03, 2016",1263.69,1240.3,1267.44,1237.34,1.89%
"Mar 02, 2016",1240.3,1232.35,1244.29,1224.48,0.65%
"Mar 01, 2016",1232.26,1238.19,1249,1227.44,-0.47%
"Feb 29, 2016",1238.14,1222.73,1241.29,1217.98,1.27%
"Feb 26, 2016",1222.6,1234.44,1240.05,1211.59,-0.98%
"Feb 25, 2016",1234.64,1229.44,1243.09,1221.18,0.43%
"Feb 24, 2016",1229.35,1227.39,1253.3,1221.93,0.15%
"Feb 23, 2016",1227.46,1208.76,1227.56,1207.2,1.55%
"Feb 22, 2016",1208.74,1226.14,1226.35,1202.02,-1.58%
"Feb 19, 2016",1228.19,1233.12,1234.79,1219.79,-0.34%
"Feb 18, 2016",1232.35,1209.16,1239.9,1200.75,1.92%
"Feb 17, 2016",1209.14,1200.19,1213.88,1195.79,0.73%
"Feb 16, 2016",1200.35,1209.32,1217.18,1190.79,-0.79%
"Feb 15, 2016",1209.95,1232.81,1234.82,1202.3,-2.27%
"Feb 12, 2016",1238.05,1246.94,1249.05,1232.23,-0.71%
"Feb 11, 2016",1246.89,1197.44,1260.98,1196.21,4.13%
"Feb 10, 2016",1197.49,1188.95,1197.74,1181.29,0.73%
"Feb 09, 2016",1188.85,1191.14,1199.29,1185.48,-0.19%
"Feb 08, 2016",1191.14,1170.89,1200.98,1164.09,1.49%
"Feb 05, 2016",1173.69,1155.74,1174.9,1145.36,1.55%
"Feb 04, 2016",1155.74,1142.95,1157.59,1139.43,1.12%
"Feb 03, 2016",1142.93,1129.16,1146,1124.35,1.22%
"Feb 02, 2016",1129.12,1128.82,1130.7,1122.44,0.02%
"Feb 01, 2016",1128.85,1117.88,1130.09,1116.24,0.97%
"Jan 29, 2016",1118.04,1115.16,1118.5,1108.9,0.26%
"Jan 28, 2016",1115.14,1125.57,1126.01,1111.96,-0.93%
"Jan 27, 2016",1125.59,1120.36,1128.2,1114.9,0.45%
"Jan 26, 2016",1120.57,1108.02,1123.3,1107.17,1.13%
"Jan 25, 2016",1108.05,1097.85,1109.05,1097.35,0.89%
"Jan 22, 2016",1098.3,1101.6,1102.98,1093.98,-0.30%
"Jan 21, 2016",1101.6,1101.04,1104.98,1092.54,0.05%
"Jan 20, 2016",1101.02,1087.1,1109.6,1086.73,1.28%
"Jan 19, 2016",1087.12,1088.84,1094.7,1082.95,-0.16%
"Jan 18, 2016",1088.9,1089.51,1093.26,1087.25,-0.02%
"Jan 15, 2016",1089.1,1077.94,1097.59,1076.18,1.03%
"Jan 14, 2016",1078,1093.52,1095.36,1071.4,-1.42%
"Jan 13, 2016",1093.49,1087.29,1095.68,1079.64,0.59%
"Jan 12, 2016",1087.05,1094.3,1099.54,1083.61,-0.66%
"Jan 11, 2016",1094.26,1104.19,1108.51,1093.91,-0.90%
"Jan 08, 2016",1104.24,1109.45,1112.4,1093.93,-0.45%
"Jan 07, 2016",1109.25,1094.45,1110.2,1091.09,1.35%
"Jan 06, 2016",1094.45,1077.55,1095.45,1074.7,1.56%
"Jan 05, 2016",1077.66,1074.66,1082.3,1072.7,0.28%
"Jan 04, 2016",1074.7,1065.36,1083.7,1061.9,1.32%
"Jan 01, 2016",1060.74,1061.21,1061.41,1060.74,-0.05%
"Dec 31, 2015",1061.3,1061.38,1063.68,1058.38,-0.01%
"Dec 30, 2015",1061.45,1069.38,1072.85,1059.55,-0.71%
"Dec 29, 2015",1068.99,1069.2,1075.79,1067.29,-0.01%
"Dec 28, 2015",1069.05,1076,1077.15,1066.3,-0.63%
"Dec 25, 2015",1075.88,1075.88,1075.88,1075.88,0.00%
"Dec 24, 2015",1075.88,1070.9,1077.85,1070.05,0.52%
"Dec 23, 2015",1070.35,1072.21,1075.75,1068.25,-0.19%
"Dec 22, 2015",1072.36,1078.41,1081,1071.85,-0.56%
"Dec 21, 2015",1078.44,1065.94,1081.88,1063.88,1.15%
"Dec 18, 2015",1066.19,1051.72,1070.79,1051.05,1.37%
"Dec 17, 2015",1051.74,1072.85,1073.09,1047.64,-1.98%
"Dec 16, 2015",1072.94,1060.73,1078.59,1060.64,1.15%
"Dec 15, 2015",1060.74,1062.89,1068.89,1059.59,-0.20%
"Dec 14, 2015",1062.9,1073.69,1077.7,1062.77,-1.12%
"Dec 11, 2015",1074.89,1071.6,1079.98,1062.38,0.31%
"Dec 10, 2015",1071.54,1073.21,1076.46,1069.7,-0.16%
"Dec 09, 2015",1073.21,1074.74,1085.6,1069.59,-0.14%
"Dec 08, 2015",1074.69,1070.49,1078.85,1067.63,0.40%
"Dec 07, 2015",1070.39,1086.01,1087,1070.06,-1.53%
"Dec 04, 2015",1086.99,1062.39,1089.09,1058.14,2.30%
"Dec 03, 2015",1062.57,1053.71,1065.8,1046.25,0.84%
"Dec 02, 2015",1053.69,1069.49,1071.55,1050.63,-1.48%
"Dec 01, 2015",1069.49,1064.55,1074.72,1063.38,0.48%
"Nov 30, 2015",1064.42,1057.8,1068.9,1053.1,0.53%
"Nov 27, 2015",1058.81,1071.59,1073.9,1052.86,-1.25%
"Nov 26, 2015",1072.25,1071.91,1075.46,1070.35,0.08%
"Nov 25, 2015",1071.39,1075.55,1080.85,1067.75,-0.38%
"Nov 24, 2015",1075.49,1069.24,1080.89,1068.99,0.58%
"Nov 23, 2015",1069.34,1077.01,1077.01,1067,-0.81%
"Nov 20, 2015",1078.1,1082.3,1087.8,1075.68,-0.40%
"Nov 19, 2015",1082.4,1071.15,1086.5,1069.75,1.05%
"Nov 18, 2015",1071.14,1070.3,1073.18,1065.34,0.07%
"Nov 17, 2015",1070.37,1082.86,1084.82,1065.59,-1.15%
"Nov 16, 2015",1082.85,1088.14,1098.29,1081.32,-0.07%
"Nov 13, 2015",1083.64,1085.05,1088.29,1080.04,-0.13%
"Nov 12, 2015",1085.05,1086.26,1089.6,1074.66,-0.10%
"Nov 11, 2015",1086.14,1089.85,1093.69,1084.04,-0.35%
"Nov 10, 2015",1089.91,1092.01,1094.9,1085.45,-0.20%
"Nov 09, 2015",1092.1,1089.94,1095.88,1088.34,0.32%
"Nov 06, 2015",1088.64,1103.89,1110.68,1085.29,-1.39%
"Nov 05, 2015",1103.95,1107.56,1111.61,1102.75,-0.32%
"Nov 04, 2015",1107.44,1117.63,1122.85,1106.38,-0.91%
"Nov 03, 2015",1117.6,1133.6,1138.3,1114.48,-1.42%
"Nov 02, 2015",1133.75,1141.49,1143.01,1132.75,-0.76%
"Oct 30, 2015",1142.38,1148.04,1150.47,1139.48,-0.31%
"Oct 29, 2015",1145.91,1156.09,1162.76,1144.6,-0.88%
"Oct 28, 2015",1156.1,1166.75,1182.9,1152.4,-0.93%
"Oct 27, 2015",1166.95,1162.96,1168.9,1160.91,0.32%
"Oct 26, 2015",1163.2,1164.45,1169.6,1162.3,-0.09%
"Oct 23, 2015",1164.26,1165.61,1179.8,1159.16,-0.15%
"Oct 22, 2015",1166.05,1167.06,1172.2,1162.9,-0.09%
"Oct 21, 2015",1167.1,1175.81,1179.6,1163.9,-0.77%
"Oct 20, 2015",1176.11,1171,1180.7,1167.15,0.48%
"Oct 19, 2015",1170.45,1176,1177.9,1168.25,-0.57%
"Oct 16, 2015",1177.2,1182.21,1184.5,1174.25,-0.50%
"Oct 15, 2015",1183.11,1184.1,1191.04,1176.37,-0.18%
"Oct 14, 2015",1185.19,1168.59,1190.38,1164.05,1.40%
"Oct 13, 2015",1168.8,1163.55,1169,1151.56,0.41%
"Oct 12, 2015",1164,1155.71,1169.4,1154.9,0.56%
"Oct 09, 2015",1157.53,1139.1,1160.2,1138.8,1.63%
"Oct 08, 2015",1138.96,1145.49,1151.6,1136.9,-0.56%
"Oct 07, 2015",1145.4,1146.96,1153.7,1141.96,-0.15%
"Oct 06, 2015",1147.11,1135.65,1151.61,1135.11,1.00%
"Oct 05, 2015",1135.75,1137.71,1141.95,1129.73,-0.21%
"Oct 02, 2015",1138.14,1114.08,1141.9,1104.52,2.21%
"Oct 01, 2015",1113.55,1115.14,1119.29,1111.13,-0.13%
"Sep 30, 2015",1115,1127.46,1128.2,1112,-1.11%
"Sep 29, 2015",1127.46,1132.25,1134.9,1124.35,-0.41%
"Sep 28, 2015",1132.05,1145.8,1148.3,1128.1,-1.24%
"Sep 25, 2015",1146.24,1150.97,1151.18,1140.84,-0.67%
"Sep 24, 2015",1154.01,1130.61,1156.7,1130.45,2.09%
"Sep 23, 2015",1130.4,1124.1,1134.4,1121.75,0.50%
"Sep 22, 2015",1124.8,1133.16,1136.6,1121.18,-0.75%
"Sep 21, 2015",1133.3,1139.4,1140.1,1130,-0.54%
"Sep 18, 2015",1139.4,1130.85,1141.9,1127.3,0.71%
"Sep 17, 2015",1131.4,1118.89,1133.4,1115.4,1.06%
"Sep 16, 2015",1119.55,1105.5,1124.7,1103.95,1.28%
"Sep 15, 2015",1105.4,1108.19,1109.8,1102.91,-0.31%
"Sep 14, 2015",1108.8,1107.8,1110.7,1103.4,0.08%
"Sep 11, 2015",1107.9,1111.56,1113.4,1098.75,-0.33%
"Sep 10, 2015",1111.55,1106.81,1115.3,1104,0.49%
"Sep 09, 2015",1106.1,1121.96,1125.8,1101.51,-1.40%
"Sep 08, 2015",1121.8,1119.3,1126.8,1118.45,0.21%
"Sep 07, 2015",1119.47,1123.22,1124.88,1116.58,-0.31%
"Sep 04, 2015",1123,1125.25,1130.2,1117.15,-0.20%
"Sep 03, 2015",1125.25,1134.01,1134.5,1121.75,-0.78%
"Sep 02, 2015",1134.05,1139.49,1143,1132.31,-0.53%
"Sep 01, 2015",1140.11,1135.01,1147.57,1134.51,0.49%
"Aug 31, 2015",1134.5,1133.25,1136.8,1125.96,0.05%
"Aug 28, 2015",1133.96,1125.8,1141.2,1123.7,0.73%
"Aug 27, 2015",1125.71,1125.65,1129.8,1118.15,0.01%
"Aug 26, 2015",1125.55,1141.15,1147,1117.75,-1.32%
"Aug 25, 2015",1140.65,1155.45,1157.2,1134.9,-1.25%
"Aug 24, 2015",1155.05,1162.35,1167.9,1146.75,-0.52%
"Aug 21, 2015",1161.05,1153.91,1168.8,1148.85,0.68%
"Aug 20, 2015",1153.16,1133.95,1154.5,1132.81,1.65%
"Aug 19, 2015",1134.46,1118.01,1134.66,1116.35,1.47%
"Aug 18, 2015",1118.01,1117.91,1121.6,1109.55,0.03%
"Aug 17, 2015",1117.66,1114.35,1123.05,1113.7,0.32%
"Aug 14, 2015",1114.11,1115.16,1121.4,1111.81,-0.08%
"Aug 13, 2015",1115.05,1125.46,1126.71,1113.42,-0.91%
"Aug 12, 2015",1125.3,1108.91,1125.8,1101.75,1.47%
"Aug 11, 2015",1109.01,1104.41,1119.4,1093.65,0.41%
"Aug 10, 2015",1104.51,1094.39,1109.2,1089.8,0.94%
"Aug 07, 2015",1094.2,1089.4,1099.9,1083.16,0.44%
"Aug 06, 2015",1089.41,1084.9,1094.3,1083.6,0.40%
"Aug 05, 2015",1085.05,1087.59,1092.16,1082.85,-0.22%
"Aug 04, 2015",1087.45,1086.18,1095.05,1081.05,0.09%
"Aug 03, 2015",1086.5,1095.61,1098.15,1085.92,-0.84%
"Jul 31, 2015",1095.65,1088.66,1103.38,1079.75,0.61%
"Jul 30, 2015",1088.99,1097.76,1099.82,1083.36,-0.70%
"Jul 29, 2015",1096.69,1095.48,1101.85,1090.21,0.12%
"Jul 28, 2015",1095.35,1094.31,1099,1091.4,0.08%
"Jul 27, 2015",1094.42,1099.55,1105.3,1089.19,-0.43%
"Jul 24, 2015",1099.1,1090.85,1102.35,1077.75,0.76%
"Jul 23, 2015",1090.8,1094.5,1106,1087.01,-0.24%
"Jul 22, 2015",1093.45,1101.06,1103.56,1087.39,-0.72%
"Jul 21, 2015",1101.41,1098.55,1109.87,1097.05,0.41%
"Jul 20, 2015",1096.95,1133.35,1133.35,1088.45,-3.28%
"Jul 17, 2015",1134.1,1145.61,1146.1,1131.2,-0.96%
"Jul 16, 2015",1145.15,1148.86,1149.9,1142.6,-0.39%
"Jul 15, 2015",1149.65,1155.9,1156.96,1143.83,-0.51%
"Jul 14, 2015",1155.53,1158.06,1159.96,1153.04,-0.21%
"Jul 13, 2015",1158,1163.3,1164.6,1151.18,-0.51%
"Jul 10, 2015",1163.96,1159.75,1165.5,1157.9,0.37%
"Jul 09, 2015",1159.65,1158.62,1167.46,1156.2,0.12%
"Jul 08, 2015",1158.28,1155.18,1165.03,1147.18,0.24%
"Jul 07, 2015",1155.55,1170.5,1170.65,1148.45,-1.25%
"Jul 06, 2015",1170.15,1173.3,1175.2,1163.3,0.19%
"Jul 03, 2015",1167.94,1166.29,1170.5,1164.96,0.15%
"Jul 02, 2015",1166.15,1168.8,1169.11,1157.25,-0.23%
"Jul 01, 2015",1168.8,1172.7,1175.3,1167.43,-0.32%
"Jun 30, 2015",1172.6,1180.06,1180.8,1166.75,-0.66%
"Jun 29, 2015",1180.36,1184.96,1187.32,1173.99,0.45%
"Jun 26, 2015",1175.07,1173.35,1179.09,1168.74,0.15%
"Jun 25, 2015",1173.33,1175.29,1178.7,1171.52,-0.16%
"Jun 24, 2015",1175.2,1178.25,1180.3,1171.43,-0.27%
"Jun 23, 2015",1178.44,1185.86,1188.7,1176.32,-0.59%
"Jun 22, 2015",1185.45,1200.61,1201.5,1182.65,-1.25%
"Jun 19, 2015",1200.51,1202.36,1204.75,1198.7,-0.08%
"Jun 18, 2015",1201.42,1185.26,1206,1183.81,1.35%
"Jun 17, 2015",1185.45,1181.9,1189.4,1174.48,0.30%
"Jun 16, 2015",1181.86,1186.06,1188.11,1176.13,-0.38%
"Jun 15, 2015",1186.4,1181.5,1190.8,1173.02,0.47%
"Jun 12, 2015",1180.8,1182.01,1184.7,1176.93,-0.13%
"Jun 11, 2015",1182.3,1186.61,1188.21,1176.16,-0.35%
"Jun 10, 2015",1186.48,1176.75,1192.6,1175.35,0.83%
"Jun 09, 2015",1176.7,1174.36,1183.4,1172.75,0.23%
"Jun 08, 2015",1173.95,1169.45,1178.1,1169.2,0.17%
"Jun 05, 2015",1172,1177.24,1179.35,1163.1,-0.36%
"Jun 04, 2015",1176.26,1185.51,1186.41,1172.76,-0.78%
"Jun 03, 2015",1185.5,1193.86,1195.81,1180.18,-0.66%
"Jun 02, 2015",1193.38,1188.95,1196.12,1185.48,0.36%
"Jun 01, 2015",1189.15,1191,1204.81,1184.6,-0.11%
"May 29, 2015",1190.5,1188.65,1193.81,1187.08,0.17%
"May 28, 2015",1188.45,1188.21,1192.75,1181.3,0.03%
"May 27, 2015",1188.15,1187.44,1191.55,1184.51,0.07%
"May 26, 2015",1187.3,1207.3,1208,1186.1,-1.65%
"May 25, 2015",1207.17,1205.12,1208.97,1202.92,0.07%
"May 22, 2015",1206.38,1206.75,1215.2,1201.7,-0.01%
"May 21, 2015",1206.45,1210.11,1212.95,1201.91,-0.23%
"May 20, 2015",1209.28,1208.01,1213.47,1203.02,0.15%
"May 19, 2015",1207.51,1225.27,1225.57,1205.56,-1.49%
"May 18, 2015",1225.74,1223.3,1232.7,1221.5,0.15%
"May 15, 2015",1223.85,1221.76,1226.75,1211.55,0.19%
"May 14, 2015",1221.52,1215.71,1227.44,1212.05,0.48%
"May 13, 2015",1215.73,1193.45,1219.3,1191.3,1.86%
"May 12, 2015",1193.5,1183.8,1197,1181.05,0.79%
"May 11, 2015",1184.2,1188.95,1192.1,1179.5,-0.33%
"May 08, 2015",1188.15,1184.66,1193.61,1182.13,0.28%
"May 07, 2015",1184.8,1191.8,1193.3,1179.16,-0.59%
"May 06, 2015",1191.8,1193.19,1197.9,1188.3,-0.13%
"May 05, 2015",1193.33,1188.56,1200.1,1185.9,0.43%
"May 04, 2015",1188.25,1178.95,1193.45,1177.88,0.83%
"May 01, 2015",1178.5,1184.56,1185.26,1170.6,-0.50%
"Apr 30, 2015",1184.37,1205.18,1207.52,1177.32,-1.70%
"Apr 29, 2015",1204.8,1212.1,1213.7,1201.63,-0.60%
"Apr 28, 2015",1212.1,1202.75,1215.5,1199.3,0.84%
"Apr 27, 2015",1202,1179.76,1207.46,1178.75,1.92%
"Apr 24, 2015",1179.38,1194.16,1196.51,1175.24,-1.22%
"Apr 23, 2015",1194,1187.56,1198.4,1184.05,0.56%
"Apr 22, 2015",1187.3,1202.75,1205.2,1185.73,-1.28%
"Apr 21, 2015",1202.68,1196.81,1204.4,1193.3,0.52%
"Apr 20, 2015",1196.5,1204.9,1209.4,1191.54,-0.68%
"Apr 17, 2015",1204.65,1198.6,1208.1,1197.28,0.58%
"Apr 16, 2015",1197.65,1202.45,1209.6,1195.06,-0.37%
"Apr 15, 2015",1202.05,1193.21,1205.35,1189.38,0.71%
"Apr 14, 2015",1193.58,1199.2,1202.1,1184.18,-0.44%
"Apr 13, 2015",1198.85,1207.38,1209.83,1196.81,-0.76%
"Apr 10, 2015",1208.05,1194.3,1211.1,1193.3,1.09%
"Apr 09, 2015",1195.01,1203.07,1203.76,1192.86,-0.65%
"Apr 08, 2015",1202.8,1208.85,1212.6,1197.85,-0.48%
"Apr 07, 2015",1208.6,1214.69,1215.91,1207.45,-0.50%
"Apr 06, 2015",1214.7,1215.63,1224.5,1213.85,0.31%
"Apr 03, 2015",1210.9,1201.74,1212.74,1200.11,0.69%
"Apr 02, 2015",1202.59,1204.95,1208.15,1195.75,-0.13%
"Apr 01, 2015",1204.1,1183.35,1209,1180.35,1.74%
"Mar 31, 2015",1183.5,1185.4,1191.2,1178.45,-0.23%
"Mar 30, 2015",1186.2,1198.85,1199.5,1182.55,-1.09%
"Mar 27, 2015",1199.3,1204.25,1206.7,1192.91,-0.42%
"Mar 26, 2015",1204.38,1195.55,1219.8,1194.5,0.75%
"Mar 25, 2015",1195.45,1192.9,1199.9,1186.65,0.19%
"Mar 24, 2015",1193.13,1189.35,1195.7,1185.25,0.32%
"Mar 23, 2015",1189.3,1185.96,1192.1,1179.45,0.56%
"Mar 20, 2015",1182.68,1170.7,1188.3,1168.55,0.97%
"Mar 19, 2015",1171.3,1167.25,1177.86,1160.06,0.35%
"Mar 18, 2015",1167.25,1149.25,1174.61,1145.9,1.56%
"Mar 17, 2015",1149.3,1154.55,1159.85,1143.61,-0.46%
"Mar 16, 2015",1154.59,1158.5,1164.46,1150.6,-0.42%
"Mar 13, 2015",1159.48,1153.9,1162.55,1151.8,0.50%
"Mar 12, 2015",1153.7,1154.6,1166.7,1148.9,-0.10%
"Mar 11, 2015",1154.8,1162.15,1165.95,1147.85,-0.61%
"Mar 10, 2015",1161.93,1167.1,1171.35,1156.35,-0.46%
"Mar 09, 2015",1167.3,1168.65,1176.15,1166.15,0.01%
"Mar 06, 2015",1167.21,1198.65,1201.29,1163.94,-2.62%
"Mar 05, 2015",1198.6,1199.75,1209.7,1196.4,-0.10%
"Mar 04, 2015",1199.85,1203.75,1209.4,1198.25,-0.33%
"Mar 03, 2015",1203.8,1207.19,1215.09,1195.39,-0.27%
"Mar 02, 2015",1207.1,1213.8,1223.6,1204.6,-0.50%
"Feb 27, 2015",1213.15,1209.45,1219.9,1204.65,0.34%
"Feb 26, 2015",1209.05,1205.16,1220.75,1203.95,0.35%
"Feb 25, 2015",1204.8,1199.55,1212.2,1199.5,0.41%
"Feb 24, 2015",1199.89,1201.71,1204.6,1191.3,-0.17%
"Feb 23, 2015",1201.92,1201.89,1210.7,1191.51,-0.04%
"Feb 20, 2015",1202.39,1207.41,1215.39,1198.43,-0.42%
"Feb 19, 2015",1207.45,1212.7,1223.5,1205.4,-0.46%
"Feb 18, 2015",1212.99,1209.41,1212.99,1197.95,0.30%
"Feb 17, 2015",1209.4,1231.05,1234.15,1203.7,-1.79%
"Feb 16, 2015",1231.47,1228.58,1236.88,1228.01,0.14%
"Feb 13, 2015",1229.7,1222.38,1235.7,1221.01,0.59%
"Feb 12, 2015",1222.5,1218.73,1232.9,1216.75,0.27%
"Feb 11, 2015",1219.16,1233.75,1239.3,1218.26,-1.20%
"Feb 10, 2015",1234,1239.55,1246,1230.7,-0.46%
"Feb 09, 2015",1239.68,1235.18,1244.35,1234.54,0.48%
"Feb 06, 2015",1233.72,1264.82,1269.3,1228.75,-2.45%
"Feb 05, 2015",1264.7,1269.9,1274,1256.52,-0.42%
"Feb 04, 2015",1270.05,1260.25,1272.2,1256.85,0.78%
"Feb 03, 2015",1260.2,1275.4,1285.59,1255.7,-1.19%
"Feb 02, 2015",1275.44,1281.81,1283.85,1266.93,-0.63%
"Jan 30, 2015",1283.55,1257.61,1285.35,1257.25,2.09%
"Jan 29, 2015",1257.25,1285.35,1286.25,1252.61,-2.17%
"Jan 28, 2015",1285.1,1292.35,1294.55,1281.5,-0.56%
"Jan 27, 2015",1292.35,1281.08,1297.77,1272.58,0.87%
"Jan 26, 2015",1281.24,1293.68,1299.14,1276.14,-1.03%
"Jan 23, 2015",1294.55,1301.38,1302.9,1284.66,-0.55%
"Jan 22, 2015",1301.73,1293.2,1306.7,1279.55,0.64%
"Jan 21, 2015",1293.44,1293.64,1305.38,1285.59,-0.04%
"Jan 20, 2015",1293.94,1276.54,1297.23,1274.09,1.32%
"Jan 19, 2015",1277.08,1279.67,1281.63,1272.22,-0.25%
"Jan 16, 2015",1280.3,1262.05,1281.99,1255.37,1.48%
"Jan 15, 2015",1261.64,1229.95,1266.59,1226.18,2.58%
"Jan 14, 2015",1229.95,1230.76,1244.4,1224.95,-0.08%
"Jan 13, 2015",1230.88,1233.62,1244.12,1227.53,-0.22%
"Jan 12, 2015",1233.64,1223,1236.29,1218.56,0.84%
"Jan 09, 2015",1223.4,1209.65,1224,1207.45,1.19%
"Jan 08, 2015",1208.98,1210.51,1216.65,1204.67,-0.15%
"Jan 07, 2015",1210.8,1219.55,1219.85,1209.2,-0.69%
"Jan 06, 2015",1219.2,1204.85,1223.15,1201.85,1.22%
"Jan 05, 2015",1204.45,1189.34,1208.15,1183.45,1.28%
"Jan 02, 2015",1189.18,1182.7,1194.6,1168.75,0.61%
"Jan 01, 2015",1181.97,1183.78,1184.53,1181.97,-0.17%
"Dec 31, 2014",1183.95,1200.26,1204,1179.55,-1.36%
"Dec 30, 2014",1200.24,1183.37,1210.29,1180.89,1.45%
"Dec 29, 2014",1183.1,1195.71,1197.79,1179.35,-1.03%
"Dec 26, 2014",1195.4,1173.45,1199.75,1173.45,1.84%
"Dec 24, 2014",1173.8,1175.7,1181.8,1173.05,-0.16%
